country,eltype,year,vt,vote,reg,vapvt,vap,pop,invot,fhav,fhpr,fhcl,comp
Costa Rica,Parliamentary,1986,81.81,1216053.0,1486474.0,74.75,1626900.0,2716000.0,3.5,1.0,1.0,1.0,Yes
Costa Rica,Parliamentary,1990,81.79,1383956.0,1692050.0,85.07,1626900.0,2805000.0,3.5,1.0,1.0,1.0,Yes
Costa Rica,Parliamentary,1994,81.09,1525624.0,1881348.0,84.2,1811890.0,3071000.0,3.3,1.5,1.0,2.0,Yes
Costa Rica,Parliamentary,1998,69.99,1431913.0,2045980.0,73.72,1942346.0,3292112.0,3.0,1.5,1.0,2.0,Yes
Costa Rica,Parliamentary,2002,68.84,1569338.0,2279851.0,67.04,2340978.0,3773057.0,3.0,1.5,1.0,2.0,Yes
Costa Rica,Parliamentary,2006,65.13,1404509.0,2156572.0,54.01,2600473.0,4016173.0,1.7,1.0,1.0,1.0,Yes
Costa Rica,Parliamentary,2010,69.11,1950708.0,2822491.0,62.26,3132986.0,4516220.0,2.6,1.0,1.0,1.0,Yes
Costa Rica,Parliamentary,2014,68.38,2096155.0,3065667.0,64.35,3257662.0,4695942.0,2.28,1.0,1.0,1.0,Yes
Costa Rica,Presidential,1948,60.02,99369.0,165564.0,29.21,340200.0,756000.0,,0.0,,,Yes
Costa Rica,Presidential,1953,67.25,197489.0,293670.0,49.81,396450.0,881000.0,3.4,0.0,,,Yes
Costa Rica,Presidential,1958,64.7,229543.0,354779.0,49.61,462680.0,1076000.0,3.5,0.0,,,Yes
Costa Rica,Presidential,1962,80.87,391406.0,483980.0,71.45,547820.0,1274000.0,2.0,0.0,,,Yes
Costa Rica,Presidential,1966,81.4,451490.0,554627.0,69.8,646800.0,1540000.0,2.2,0.0,,,Yes
Costa Rica,Presidential,1970,83.34,562766.0,675285.0,75.65,743900.0,1730000.0,4.0,0.0,,,Yes
Costa Rica,Presidential,1974,79.92,699340.0,875041.0,71.42,979200.0,1920000.0,3.0,1.0,1.0,1.0,Yes
Costa Rica,Presidential,1978,81.27,860206.0,1058455.0,75.32,1142100.0,2115000.0,3.4,1.0,1.0,1.0,Yes
Costa Rica,Presidential,1982,78.63,991679.0,1261127.0,79.02,1254960.0,2324000.0,2.5,1.0,1.0,1.0,Yes
Costa Rica,Presidential,1986,84.85,1261300.0,1486474.0,81.47,1548120.0,2716000.0,2.5,1.0,1.0,1.0,Yes
Costa Rica,Presidential,1990,81.81,1384326.0,1692050.0,85.09,1626900.0,2805000.0,2.6,1.0,1.0,1.0,Yes
Costa Rica,Presidential,1994,81.11,1525979.0,1881348.0,84.22,1811890.0,3071000.0,2.3,1.5,1.0,2.0,Yes
Costa Rica,Presidential,1998,69.99,1431913.0,2045980.0,73.72,1942350.0,3292000.0,3.0,1.5,1.0,2.0,Yes
Costa Rica,Presidential,2002,60.22,1372943.0,2279851.0,58.65,2340978.0,3773057.0,2.4,1.5,1.0,2.0,Yes
Costa Rica,Presidential,2006,65.21,1663248.0,2550613.0,63.96,2600473.0,4016173.0,2.4,1.0,1.0,1.0,Yes
Costa Rica,Presidential,2010,69.12,1950847.0,2822491.0,62.27,3132986.0,4516220.0,2.0,1.0,1.0,1.0,Yes
Costa Rica,Presidential,2014,55.64,1712679.0,3078321.0,52.57,3257662.0,4695942.0,1.37,1.0,1.0,1.0,Yes
Côte d'Ivoire,Parliamentary,1990,42.47,1872292.0,4408809.0,39.95,4686800.0,11717000.0,,5.0,6.0,4.0,No
Côte d'Ivoire,Parliamentary,2000,31.54,1740240.0,5517613.0,23.83,7301400.0,14786000.0,11.1,5.5,6.0,5.0,No
Côte d'Ivoire,Parliamentary,2011,36.56,2070793.0,5664377.0,18.16,11401580.0,21504162.0,5.43,6.5,7.0,6.0,No
Côte d'Ivoire,Presidential,1990,70.0,3086166.0,4408809.0,65.85,4686800.0,11717000.0,,5.0,6.0,4.0,No
Côte d'Ivoire,Presidential,1995,45.33,1722506.0,3800000.0,31.16,5527080.0,14172000.0,,5.5,6.0,5.0,No
Côte d'Ivoire,Presidential,2000,37.42,2049018.0,5475143.0,28.06,7301400.0,14786000.0,12.4,5.5,6.0,5.0,No
Côte d'Ivoire,Presidential,2010,81.12,4689366.0,5780804.0,53.9,8700030.0,21058798.0,2.12,5.5,6.0,5.0,No
Côte d'Ivoire,Presidential,2015,52.86,3330928.0,6301189.0,25.88,12870771.0,23295302.0,6.03,4.5,5.0,4.0,No
Croatia,EU Parliament,2013,20.84,781216.0,3748815.0,22.7,3441441.0,4470534.0,5.06,1.5,1.0,2.0,No
Croatia,EU Parliament,2014,25.24,950980.0,3767343.0,26.39,3603250.0,4470534.0,3.06,1.5,1.0,2.0,No
Croatia,Parliamentary,1992,75.61,2690873.0,3558913.0,74.92,3591750.0,4789000.0,4.7,4.0,4.0,4.0,No
Croatia,Parliamentary,1995,68.79,2500000.0,3634233.0,72.17,3464230.0,4499000.0,3.3,4.0,4.0,4.0,No
Croatia,Parliamentary,2000,76.55,2821020.0,3685378.0,80.95,3484951.0,4584831.0,1.7,2.5,2.0,3.0,No
Croatia,Parliamentary,2003,61.65,2520008.0,4087553.0,71.96,3501832.0,4422248.0,1.6,2.0,2.0,2.0,No
Croatia,Parliamentary,2007,59.58,2520079.0,4229681.0,70.84,3557272.0,4493312.0,1.5,2.0,2.0,2.0,No
Croatia,Parliamentary,2011,54.17,2439754.0,4504251.0,66.09,3691302.0,4483804.0,1.73,1.5,1.0,2.0,No
Croatia,Parliamentary,2015,60.82,2304403.0,3788788.0,63.96,3602781.0,4470534.0,,1.5,1.0,2.0,No
Croatia,Presidential,1992,74.9,2677764.0,3575032.0,74.55,3591750.0,4789000.0,1.9,4.0,4.0,4.0,No
Croatia,Presidential,1997,54.62,2218448.0,4061479.0,64.3,3450370.0,4481000.0,1.8,4.0,4.0,4.0,No
Croatia,Presidential,2000,60.88,2589120.0,4252921.0,74.29,3484951.0,4584831.0,1.1,2.5,2.0,3.0,No
Croatia,Presidential,2005,51.04,2241760.0,4392220.0,63.44,3533725.0,4489409.0,1.6,2.0,2.0,2.0,No
Croatia,Presidential,2010,50.13,2253570.0,4495528.0,65.24,3454026.0,4486881.0,1.36,1.5,1.0,2.0,No
Croatia,Presidential,2015,59.05,2258887.0,3825242.0,62.7,3602781.0,4470534.0,2.69,1.5,1.0,2.0,No
Cuba,Parliamentary,1986,97.66,6704479.0,6865344.0,82.41,8135254.0,10245913.0,,,,,No
Cuba,Parliamentary,1993,98.71,7852364.0,7955170.0,90.69,8658146.0,10904466.0,,,,,No
Cuba,Parliamentary,1998,98.35,7931229.0,8064205.0,89.86,8826512.0,11116514.0,,,,,No
Cuba,Parliamentary,2003,97.64,8117151.0,8313770.0,90.99,8921135.0,11235687.0,,7.0,7.0,7.0,No
Cuba,Parliamentary,2008,96.89,8231365.0,8495577.0,92.24,8924054.0,11239363.0,4.7,7.0,7.0,7.0,No
Cuba,Parliamentary,2013,90.88,7877906.0,8668457.0,88.75,8876808.0,11075244.0,,6.5,7.0,6.0,No
Cyprus,EU Parliament,2004,72.5,350387.0,483311.0,47.16,742904.0,987191.0,4.6,1.0,1.0,1.0,Yes
Cyprus,EU Parliament,2009,59.4,312479.0,526060.0,38.99,801501.0,1084748.0,1.97,1.0,1.0,1.0,Yes
Cyprus,EU Parliament,2014,43.97,266891.0,606916.0,31.49,847441.0,1172458.0,1.91,1.0,1.0,1.0,Yes
Cyprus,Parliamentary,1970,75.85,200141.0,263857.0,54.77,365400.0,630000.0,2.2,,,,Yes
Cyprus,Parliamentary,1976,85.29,232764.0,272898.0,62.25,373930.0,613000.0,1.5,3.5,3.0,4.0,Yes
Cyprus,Parliamentary,1981,95.75,295602.0,308729.0,72.85,405760.0,634000.0,1.6,1.5,1.0,2.0,Yes
Cyprus,Parliamentary,1985,94.62,327821.0,346454.0,77.95,420550.0,647000.0,2.6,1.5,1.0,2.0,Yes
Cyprus,Parliamentary,1991,94.31,359640.0,381323.0,78.63,457380.0,639000.0,3.5,1.0,1.0,1.0,Yes
Cyprus,Parliamentary,1996,90.13,369521.0,409996.0,75.9,486850.0,749000.0,11.0,1.0,1.0,1.0,Yes
Cyprus,Parliamentary,2001,91.75,428981.0,467543.0,77.59,552887.0,776853.0,4.2,1.0,1.0,1.0,Yes
Cyprus,Parliamentary,2006,89.0,445915.0,501024.0,77.83,572971.0,784301.0,5.6,1.0,1.0,1.0,Yes
Cyprus,Parliamentary,2011,78.7,418247.0,531463.0,47.21,885905.0,1120489.0,2.08,1.0,1.0,1.0,Yes
Cyprus,Presidential,1993,93.27,367474.0,393993.0,78.74,466700.0,718000.0,3.2,1.0,1.0,1.0,Yes
Cyprus,Presidential,1998,93.37,417406.0,447046.0,85.59,487702.0,750310.0,2.5,1.0,1.0,1.0,Yes
Cyprus,Presidential,2003,90.55,431690.0,476758.0,78.31,551229.0,767317.0,4.1,1.0,1.0,1.0,Yes
Cyprus,Presidential,2008,90.84,469143.0,516448.0,78.84,587035.0,788457.0,3.9,1.0,1.0,1.0,Yes
Cyprus,Presidential,2013,81.58,445009.0,545493.0,49.57,897824.0,1138071.0,3.31,1.0,1.0,1.0,Yes
Czech Republic,EU Parliament,2004,28.3,2344290.0,8283485.0,30.87,7592896.0,10246178.0,0.49,1.5,1.0,2.0,No
Czech Republic,EU Parliament,2009,28.22,2371009.0,8401374.0,29.68,7989091.0,10211904.0,0.5,1.0,1.0,1.0,No
Czech Republic,EU Parliament,2014,18.2,1528250.0,8395132.0,17.57,8696514.0,10627448.0,0.77,1.0,1.0,1.0,No
Czech Republic,Parliamentary,1990,96.33,10785270.0,11195596.0,93.06,11589140.0,15661000.0,1.4,2.0,2.0,2.0,No
Czech Republic,Parliamentary,1992,84.68,9750978.0,11515699.0,83.76,11640940.0,15731000.0,1.7,2.0,2.0,2.0,No
Czech Republic,Parliamentary,1996,76.29,6096404.0,7990770.0,77.57,7859160.0,10341000.0,0.6,1.5,1.0,2.0,No
Czech Republic,Parliamentary,1998,74.0,6006459.0,8116836.0,76.73,7827723.0,10291000.0,0.4,1.5,1.0,2.0,No
Czech Republic,Parliamentary,2002,57.95,4789145.0,8264484.0,59.03,8113689.0,10264212.0,0.4,1.5,1.0,2.0,No
Czech Republic,Parliamentary,2006,64.47,5372449.0,8333305.0,65.12,8250612.0,10235455.0,0.4,1.0,1.0,1.0,No
Czech Republic,Parliamentary,2010,62.6,5268098.0,8415892.0,62.22,8466396.0,10201707.0,0.63,1.0,1.0,1.0,No
Czech Republic,Parliamentary,2013,59.48,5010944.0,8424227.0,60.03,8347604.0,10162921.0,0.74,1.0,1.0,1.0,No
Czech Republic,Presidential,2013,59.08,4983481.0,8434941.0,59.0,8446141.0,10177300.0,0.5,1.0,1.0,1.0,No
Denmark,EU Parliament,1979,47.8,1794614.0,3754423.0,48.45,3704348.0,5111537.0,2.2,1.0,1.0,1.0,No
Denmark,EU Parliament,1984,52.4,2032386.0,3878600.0,53.27,3815589.0,5112130.0,1.5,1.0,1.0,1.0,No
Denmark,EU Parliament,1989,46.2,1812680.0,3923549.0,45.92,3947406.0,5129778.0,1.3,1.0,1.0,1.0,No
Denmark,EU Parliament,1994,52.92,2113780.0,3994200.0,52.38,4035809.0,5196642.0,0.85,1.0,1.0,1.0,No
Denmark,EU Parliament,1999,50.39,2021922.0,4012440.0,49.12,4115878.0,5313577.0,1.32,1.0,1.0,1.0,No
Denmark,EU Parliament,2004,47.89,1921541.0,4012663.0,46.37,4143987.0,5397640.0,1.42,1.0,1.0,1.0,No
Denmark,EU Parliament,2009,59.54,2415568.0,4057100.0,56.29,4291272.0,5500510.0,3.04,1.0,1.0,1.0,No
Denmark,EU Parliament,2014,56.32,2332217.0,4141329.0,54.21,4302187.0,5569077.0,2.38,1.0,1.0,1.0,No
Denmark,Parliamentary,1945,86.29,2055315.0,2381983.0,80.65,2548350.0,4045000.0,0.3,,,,No
Denmark,Parliamentary,1947,85.78,2089015.0,2435306.0,79.98,2611980.0,4146000.0,0.2,,,,No
Denmark,Parliamentary,1950,81.87,2059944.0,2516118.0,76.57,2690100.0,4270000.0,0.3,,,,No
Denmark,Parliamentary,1953,80.8,2172036.0,2695554.0,75.48,2752470.0,4369000.0,0.3,,,,No
Denmark,Parliamentary,1957,83.73,2321097.0,2772159.0,82.09,2827440.0,4488000.0,0.5,,,,No
Denmark,Parliamentary,1960,85.84,2439936.0,2842336.0,85.91,2840220.0,4581000.0,0.3,,,,No
Denmark,Parliamentary,1964,85.51,2640856.0,3088269.0,84.77,3115200.0,4720000.0,0.4,,,,No
Denmark,Parliamentary,1966,88.61,2802304.0,3162352.0,88.46,3168000.0,4800000.0,0.3,,,,No
Denmark,Parliamentary,1968,89.28,2864805.0,3208646.0,87.98,3256200.0,4860000.0,0.4,,,,No
Denmark,Parliamentary,1971,87.16,2904096.0,3332044.0,87.31,3326200.0,4960000.0,0.7,,,,No
Denmark,Parliamentary,1973,88.72,3070253.0,3460737.0,87.37,3514000.0,5020000.0,0.6,1.0,1.0,1.0,No
Denmark,Parliamentary,1975,88.23,3068302.0,3477621.0,86.63,3542000.0,5060000.0,0.6,1.0,1.0,1.0,No
Denmark,Parliamentary,1977,88.7,3124976.0,3522904.0,87.74,3561600.0,5088000.0,0.6,1.0,1.0,1.0,No
Denmark,Parliamentary,1979,85.62,3194345.0,3730650.0,83.23,3837750.0,5117000.0,0.7,1.0,1.0,1.0,No
Denmark,Parliamentary,1981,87.77,3314424.0,3776333.0,86.28,3841500.0,5122000.0,0.6,1.0,1.0,1.0,No
Denmark,Parliamentary,1984,88.44,3386733.0,3829600.0,86.04,3936240.0,5112000.0,0.7,1.0,1.0,1.0,No
Denmark,Parliamentary,1987,86.74,3389201.0,3907454.0,85.85,3947790.0,5127000.0,0.8,1.0,1.0,1.0,No
Denmark,Parliamentary,1988,85.7,3352651.0,3911897.0,82.73,4052700.0,5130000.0,0.7,1.0,1.0,1.0,No
Denmark,Parliamentary,1990,82.85,3265420.0,3941499.0,80.42,4060600.0,5140000.0,0.8,1.0,1.0,1.0,No
Denmark,Parliamentary,1994,84.25,3360637.0,3988787.0,81.73,4111950.0,5205000.0,1.0,1.0,1.0,1.0,No
Denmark,Parliamentary,1998,85.95,3431926.0,3993009.0,83.13,4128398.0,5225820.0,0.8,1.0,1.0,1.0,No
Denmark,Parliamentary,2001,87.15,3484957.0,3998957.0,84.34,4132213.0,5352815.0,1.0,1.0,1.0,1.0,No
Denmark,Parliamentary,2005,84.54,3384560.0,4003616.0,81.34,4161254.0,5413392.0,0.8,1.0,1.0,1.0,No
Denmark,Parliamentary,2007,86.59,3483633.0,4022920.0,83.2,4186873.0,5468120.0,0.7,1.0,1.0,1.0,No
Denmark,Parliamentary,2011,87.74,3579675.0,4079910.0,81.83,4374759.0,5529888.0,0.84,1.0,1.0,1.0,No
Denmark,Parliamentary,2015,85.89,3560060.0,4145105.0,80.34,4431291.0,5581503.0,1.15,1.0,1.0,1.0,No
Djibouti,Parliamentary,1992,48.45,73187.0,151066.0,26.28,278460.0,546000.0,1.9,6.0,6.0,6.0,No
Djibouti,Parliamentary,1997,56.83,94303.0,165942.0,29.82,316290.0,608000.0,1.5,5.5,5.0,6.0,No
Djibouti,Parliamentary,2003,48.42,86482.0,178617.0,38.98,221859.0,472810.0,1.8,5.0,5.0,5.0,No
Djibouti,Parliamentary,2008,72.61,109999.0,151490.0,47.67,230739.0,496374.0,5.9,5.0,5.0,5.0,No
Djibouti,Parliamentary,2013,69.16,122333.0,176878.0,26.82,456162.0,792198.0,1.83,5.5,6.0,5.0,No
Djibouti,Presidential,1993,50.26,75635.0,150487.0,26.11,289640.0,557000.0,,6.0,6.0,6.0,No
Djibouti,Presidential,1999,56.28,96368.0,171232.0,29.01,332151.0,630122.0,1.1,5.0,4.0,6.0,No
Djibouti,Presidential,2005,78.9,156484.0,198332.0,67.82,230739.0,466900.0,5.7,5.0,5.0,5.0,No
Djibouti,Presidential,2011,75.45,114681.0,152000.0,25.98,441504.0,757074.0,,5.5,6.0,5.0,No
Dominica,Parliamentary,1951,75.92,17680.0,23288.0,73.56,24035.0,55000.0,7.4,,,,No
Dominica,Parliamentary,1954,70.26,16746.0,23835.0,68.89,24310.0,55000.0,6.0,,,,No
Dominica,Parliamentary,1957,75.55,17639.0,23348.0,61.8,28544.0,64000.0,5.7,,,,No
Dominica,Parliamentary,1961,76.94,17571.0,22838.0,64.93,27060.0,60000.0,6.0,,,,No
Dominica,Parliamentary,1966,80.26,19380.0,24147.0,60.45,32060.0,70000.0,6.8,,,,No
Dominica,Parliamentary,1970,81.56,21122.0,25899.0,65.03,32480.0,70000.0,6.4,,,,No
Dominica,Parliamentary,1975,77.26,23107.0,29907.0,67.99,33984.0,72000.0,7.7,,,,No
Dominica,Parliamentary,1980,80.21,30842.0,38452.0,80.94,38106.0,73000.0,0.8,2.0,2.0,2.0,No
Dominica,Parliamentary,1985,74.56,33565.0,45018.0,74.66,44960.0,80000.0,0.9,2.0,2.0,2.0,No
Dominica,Parliamentary,1990,66.64,33693.0,50557.0,78.83,42742.0,71000.0,0.7,1.5,2.0,1.0,No
Dominica,Parliamentary,1995,65.18,37563.0,57632.0,82.41,45582.0,71000.0,1.0,1.0,1.0,1.0,No
Dominica,Parliamentary,2000,60.17,36264.0,60266.0,87.73,41334.0,74429.0,1.3,1.0,1.0,1.0,No
Dominica,Parliamentary,2005,59.09,38935.0,65889.0,82.1,47422.0,69278.0,2.6,1.0,1.0,1.0,No
Dominica,Parliamentary,2009,54.87,36883.0,67223.0,91.35,40374.0,72660.0,1.6,1.0,1.0,1.0,No
Dominica,Parliamentary,2014,56.31,39725.0,70541.0,97.34,40812.0,73449.0,,1.0,1.0,1.0,No
Dominican Republic,Parliamentary,1947,100.0,840340.0,840340.0,86.53,971180.0,1982000.0,,,,,Yes
Dominican Republic,Parliamentary,1952,,1098816.0,,100.29,1095640.0,2236000.0,,,,,Yes
Dominican Republic,Parliamentary,1957,,1265681.0,,97.52,1297920.0,2704000.0,,,,,Yes
Dominican Republic,Parliamentary,1962,,1054954.0,,69.71,1513400.0,3220000.0,,,,,Yes
Dominican Republic,Parliamentary,1966,,1345402.0,,80.8,1665200.0,3620000.0,,,,,Yes
Dominican Republic,Parliamentary,1970,,1238205.0,,66.3,1867600.0,4060000.0,,,,,Yes
Dominican Republic,Parliamentary,1986,69.49,2112101.0,3039347.0,60.7,3479450.0,6565000.0,,2.0,1.0,3.0,Yes
Dominican Republic,Parliamentary,1990,56.19,1840553.0,3275570.0,45.84,4015200.0,7170000.0,1.9,2.5,2.0,3.0,Yes
Dominican Republic,Parliamentary,1994,42.4,1399200.0,3300000.0,30.56,4578400.0,7760000.0,,3.5,4.0,3.0,Yes
Dominican Republic,Parliamentary,1996,78.57,2946699.0,3750502.0,62.08,4746550.0,8045000.0,1.5,3.0,3.0,3.0,Yes
Dominican Republic,Parliamentary,1998,52.97,2187528.0,4129554.0,45.62,4795282.0,8313630.0,4.3,2.5,2.0,3.0,Yes
Dominican Republic,Parliamentary,2002,51.05,2371247.0,4644791.0,47.03,5042226.0,8581477.0,3.8,2.0,2.0,2.0,Yes
Dominican Republic,Parliamentary,2006,56.46,3101071.0,5492880.0,56.4,5498558.0,9183984.0,3.5,2.0,2.0,2.0,Yes
Dominican Republic,Parliamentary,2010,56.43,3451368.0,6116397.0,58.57,5892399.0,9823821.0,4.08,2.0,2.0,2.0,Yes
Dominican Republic,Presidential,1947,100.0,840340.0,840340.0,86.53,971180.0,1982000.0,,,,,Yes
Dominican Republic,Presidential,1952,,1098816.0,,100.29,1095640.0,2236000.0,,,,,Yes
Dominican Republic,Presidential,1957,,1265681.0,,97.52,1297920.0,2704000.0,,,,,Yes
Dominican Republic,Presidential,1962,,1054954.0,,69.71,1513400.0,3220000.0,,,,,Yes
Dominican Republic,Presidential,1966,,1345404.0,,80.8,1665200.0,3620000.0,0.3,,,,Yes
Dominican Republic,Presidential,1970,,1238205.0,,66.3,1867600.0,4060000.0,,,,,Yes
Dominican Republic,Presidential,1974,75.68,1518297.0,2006323.0,69.37,2188800.0,4560000.0,26.7,3.0,4.0,2.0,Yes
Dominican Republic,Presidential,1978,72.5,1655807.0,2283784.0,62.85,2634660.0,5166000.0,,2.0,2.0,2.0,Yes
Dominican Republic,Presidential,1982,73.89,1922367.0,2601684.0,65.62,2929440.0,5744000.0,4.8,1.5,1.0,2.0,Yes
Dominican Republic,Presidential,1986,69.49,2112101.0,3039347.0,60.7,3479450.0,6565000.0,,2.0,1.0,3.0,Yes
Dominican Republic,Presidential,1990,59.79,1958509.0,3275570.0,48.78,4015200.0,7170000.0,,2.5,2.0,3.0,Yes
Dominican Republic,Presidential,1996,76.56,2871487.0,3750502.0,60.54,4743010.0,8039000.0,0.7,3.0,3.0,3.0,Yes
Dominican Republic,Presidential,2000,76.14,3236906.0,4251218.0,65.33,4954832.0,8590243.0,1.3,2.0,2.0,2.0,Yes
Dominican Republic,Presidential,2004,72.84,3656850.0,5020703.0,69.45,5265698.0,8562541.0,1.2,2.0,2.0,2.0,Yes
Dominican Republic,Presidential,2008,71.36,4113644.0,5764387.0,71.63,5742656.0,8532541.0,0.7,2.0,2.0,2.0,Yes
Dominican Republic,Presidential,2012,70.23,4566838.0,6502968.0,70.21,6504324.0,10088598.0,0.66,2.0,2.0,2.0,Yes
East Timor,Parliamentary,2001,86.03,384248.0,446666.0,84.57,454362.0,737811.0,5.4,4.0,5.0,3.0,No
East Timor,Parliamentary,2007,80.54,426210.0,529198.0,71.63,595005.0,1084971.0,1.87,3.5,3.0,4.0,No
East Timor,Presidential,2002,97.26,427198.0,439254.0,87.79,486612.0,908700.0,3.64,3.0,3.0,3.0,No
East Timor,Presidential,2007,81.0,424475.0,524073.0,71.34,595005.0,1084971.0,2.19,3.5,3.0,4.0,No
East Timor,Presidential,2012,73.12,458703.0,627295.0,76.28,601323.0,1201255.0,1.48,3.5,3.0,4.0,No
Ecuador,Parliamentary,1947,56.69,199860.0,352550.0,13.25,1508000.0,2900000.0,6.2,,,,Yes
Ecuador,Parliamentary,1950,64.11,276821.0,431794.0,16.86,1641640.0,3157000.0,7.4,,,,Yes
Ecuador,Parliamentary,1952,,334737.0,,19.22,1742000.0,3350000.0,,,,,Yes
Ecuador,Parliamentary,1954,81.62,465187.0,569959.0,25.57,1819170.0,3567000.0,7.4,,,,Yes
Ecuador,Parliamentary,1956,71.6,599227.0,836955.0,30.72,1950750.0,3825000.0,,,,,Yes
Ecuador,Parliamentary,1958,,491357.0,,24.67,1991850.0,4065000.0,2.0,,,,Yes
Ecuador,Parliamentary,1962,,699409.0,,31.09,2249590.0,4591000.0,12.1,,,,Yes
Ecuador,Parliamentary,1979,80.37,1678924.0,2088874.0,42.54,3946500.0,7893000.0,17.1,2.0,2.0,2.0,Yes
Ecuador,Parliamentary,1984,71.15,2656884.0,3734076.0,56.05,4739800.0,9115000.0,29.4,2.0,2.0,2.0,Yes
Ecuador,Parliamentary,1986,74.02,3149690.0,4255346.0,64.93,4851000.0,9330000.0,30.4,2.5,2.0,3.0,Yes
Ecuador,Parliamentary,1988,77.65,3610581.0,4649684.0,67.03,5386700.0,9794000.0,22.5,2.0,2.0,2.0,Yes
Ecuador,Parliamentary,1990,69.42,3651081.0,5259114.0,64.68,5645200.0,10264000.0,16.9,2.0,2.0,2.0,Yes
Ecuador,Parliamentary,1994,65.49,4044433.0,6175991.0,66.3,6100400.0,10900000.0,15.7,2.5,2.0,3.0,Yes
Ecuador,Parliamentary,1996,67.87,4521207.0,6662007.0,67.83,6665580.0,11694000.0,22.1,3.0,2.0,4.0,Yes
Ecuador,Parliamentary,1998,47.25,3341902.0,7072496.0,48.49,6892210.0,12091596.0,,2.5,2.0,3.0,Yes
Ecuador,Parliamentary,2002,63.51,5178885.0,8154425.0,70.26,7371529.0,13183978.0,,3.0,3.0,3.0,Yes
Ecuador,Parliamentary,2006,63.5,5819854.0,9165125.0,70.28,8281281.0,13547510.0,41.7,3.0,3.0,3.0,Yes
Ecuador,Parliamentary,2009,75.72,7975133.0,10532234.0,91.0,8763905.0,14573101.0,26.79,3.0,3.0,3.0,Yes
Ecuador,Parliamentary,2013,80.84,9439237.0,11675441.0,94.29,10010925.0,15439429.0,22.06,3.0,3.0,3.0,Yes
Ecuador,Presidential,1948,61.84,281713.0,455524.0,18.17,1550640.0,2982000.0,,,,,Yes
Ecuador,Presidential,1952,64.91,357654.0,550997.0,20.53,1742000.0,3350000.0,1.0,,,,Yes
Ecuador,Presidential,1956,73.41,614423.0,836955.0,31.5,1950750.0,3825000.0,,,,,Yes
Ecuador,Presidential,1960,76.01,767105.0,1009280.0,36.24,2116800.0,4320000.0,,,,,Yes
Ecuador,Presidential,1968,77.49,928981.0,1198874.0,33.95,2736000.0,5700000.0,8.8,,,,Yes
Ecuador,Presidential,1978,72.83,1521412.0,2088874.0,39.67,3835500.0,7671000.0,10.5,4.5,5.0,4.0,Yes
Ecuador,Presidential,1979,80.49,1681286.0,2088874.0,42.6,3946500.0,7893000.0,12.3,2.0,2.0,2.0,Yes
Ecuador,Presidential,1984,78.13,2964298.0,3794149.0,62.54,4739800.0,9115000.0,10.6,2.0,2.0,2.0,Yes
Ecuador,Presidential,1988,77.7,3612635.0,4649684.0,67.07,5386700.0,9794000.0,14.7,2.0,2.0,2.0,Yes
Ecuador,Presidential,1992,73.1,4174097.0,5710363.0,70.66,5907550.0,10741000.0,,2.5,2.0,3.0,Yes
Ecuador,Presidential,1996,71.71,4777547.0,6662007.0,71.67,6665580.0,11694000.0,11.3,3.0,2.0,4.0,Yes
Ecuador,Presidential,1998,70.13,4960075.0,7072496.0,71.97,6892210.0,12091596.0,,2.5,2.0,3.0,Yes
Ecuador,Presidential,2002,62.89,5128158.0,8154425.0,69.57,7371529.0,13183978.0,13.7,3.0,3.0,3.0,Yes
Ecuador,Presidential,2006,76.01,6966145.0,9165125.0,84.12,8281281.0,13547510.0,9.8,3.0,3.0,3.0,Yes
Ecuador,Presidential,2009,75.28,7928748.0,10532234.0,90.47,8763905.0,14573101.0,13.0,3.0,3.0,3.0,Yes
Ecuador,Presidential,2013,81.08,9467062.0,11675441.0,94.57,10010925.0,15439429.0,9.11,3.0,3.0,3.0,Yes
Egypt,Parliamentary,1976,39.77,3803973.0,9564482.0,18.95,20068980.0,37866000.0,,4.5,5.0,4.0,Yes
Egypt,Parliamentary,1979,,,11000000.0,,,42855980.0,,,,,Yes
Egypt,Parliamentary,1984,43.14,5323086.0,12339418.0,21.59,24654780.0,45657000.0,3.3,4.0,4.0,4.0,Yes
Egypt,Parliamentary,1987,50.32,7207467.0,14324162.0,27.21,26487000.0,49050000.0,5.5,4.5,5.0,4.0,Yes
Egypt,Parliamentary,1990,44.43,7253168.0,16326229.0,25.03,28980050.0,52691000.0,4.8,4.5,5.0,4.0,Yes
Egypt,Parliamentary,1995,47.99,10072017.0,20987453.0,30.41,33115600.0,59135000.0,2.5,6.0,6.0,6.0,Yes
Egypt,Parliamentary,2000,,,24602241.0,,37063756.0,65158549.0,,5.5,6.0,5.0,Yes
Egypt,Parliamentary,2005,28.13,8790708.0,31253417.0,19.75,44509556.0,77505756.0,3.4,5.5,6.0,5.0,Yes
Egypt,Parliamentary,2010,27.47,7995022.0,29109107.0,16.16,49477735.0,80471869.0,,5.5,6.0,5.0,Yes
Egypt,Parliamentary,2012,62.04,29279884.0,47192169.0,54.99,53245955.0,83688164.0,,5.5,6.0,5.0,Yes
Egypt,Parliamentary,2015,28.27,15206000.0,53786000.0,27.46,55382461.0,88487396.0,,5.5,6.0,5.0,Yes
Egypt,Presidential,2005,22.95,7305036.0,31826284.0,16.41,44509556.0,77505756.0,2.4,5.5,6.0,5.0,Yes
