country,eltype,year,vt,vote,reg,vapvt,vap,pop,invot,fhav,fhpr,fhcl,comp
Liechtenstein,Parliamentary,2001,86.72,14178.0,16350.0,56.76,24981.0,32207.0,1.1,1.0,1.0,1.0,Yes
Liechtenstein,Parliamentary,2005,86.47,15070.0,17428.0,57.62,26154.0,34294.0,2.1,1.0,1.0,1.0,Yes
Liechtenstein,Parliamentary,2009,84.63,15650.0,18493.0,56.46,27718.0,34761.0,2.9,1.0,1.0,1.0,Yes
Liechtenstein,Parliamentary,2013,79.8,15363.0,19251.0,52.7,29150.0,36713.0,,1.0,1.0,1.0,Yes
Lithuania,EU Parliament,2004,48.38,1284050.0,2654311.0,45.32,2833208.0,3607899.0,6.0,2.0,2.0,2.0,No
Lithuania,EU Parliament,2009,20.98,564803.0,2692397.0,19.48,2899982.0,3555179.0,2.62,1.0,1.0,1.0,No
Lithuania,EU Parliament,2014,47.37,1212374.0,2559398.0,43.19,2807195.0,3505738.0,1.99,1.0,1.0,1.0,No
Lithuania,Parliamentary,1992,75.22,1918027.0,2549952.0,70.21,2731660.0,3742000.0,5.5,2.5,2.0,3.0,No
Lithuania,Parliamentary,1996,52.92,1374612.0,2597530.0,49.96,2751320.0,3718000.0,4.9,1.5,1.0,2.0,No
Lithuania,Parliamentary,2000,58.18,1539743.0,2646663.0,50.43,3053037.0,3672338.0,4.4,1.5,1.0,2.0,No
Lithuania,Parliamentary,2004,46.04,1227648.0,2666199.0,43.33,2833208.0,3607899.0,5.47,2.0,2.0,2.0,No
Lithuania,Parliamentary,2008,48.59,1309965.0,2696090.0,46.15,2838539.0,3565205.0,6.22,1.0,1.0,1.0,No
Lithuania,Parliamentary,2012,52.93,1370014.0,2588418.0,55.86,2452753.0,2986065.0,4.23,1.0,1.0,1.0,No
Lithuania,Presidential,1993,78.62,2019013.0,2568016.0,73.15,2760200.0,3730000.0,1.7,2.0,1.0,3.0,No
Lithuania,Presidential,1998,73.66,1937786.0,2630681.0,70.52,2748024.0,3661168.0,0.82,1.5,1.0,2.0,No
Lithuania,Presidential,2003,52.65,1436322.0,2727805.0,50.95,2818876.0,3620094.0,1.02,1.5,1.0,2.0,No
Lithuania,Presidential,2004,52.46,1395103.0,2659211.0,49.24,2833208.0,3607899.0,1.45,2.0,2.0,2.0,No
Lithuania,Presidential,2009,51.76,1393278.0,2691603.0,48.04,2899982.0,3555179.0,1.27,1.0,1.0,1.0,No
Lithuania,Presidential,2014,47.37,1212374.0,2559398.0,43.19,2807195.0,3505738.0,1.99,1.0,1.0,1.0,No
Luxembourg,EU Parliament,1979,88.9,189126.0,212740.0,69.2,273294.0,362261.0,9.7,1.0,1.0,1.0,Yes
Luxembourg,EU Parliament,1984,88.8,191623.0,215792.0,68.49,279771.0,365794.0,9.3,1.0,1.0,1.0,Yes
Luxembourg,EU Parliament,1989,87.4,191354.0,218940.0,65.44,292412.0,374900.0,8.8,1.0,1.0,1.0,Yes
Luxembourg,EU Parliament,1994,88.55,198370.0,224031.0,63.93,310293.0,400200.0,9.95,1.0,1.0,1.0,Yes
Luxembourg,EU Parliament,1999,87.27,199597.0,228712.0,60.84,328066.0,427350.0,9.4,1.0,1.0,1.0,Yes
Luxembourg,EU Parliament,2004,91.35,209689.0,229550.0,60.07,349079.0,454960.0,8.35,1.0,1.0,1.0,Yes
Luxembourg,EU Parliament,2009,90.76,218423.0,240669.0,57.09,382589.0,491775.0,9.18,1.0,1.0,1.0,Yes
Luxembourg,EU Parliament,2014,85.55,226218.0,264433.0,55.76,405676.0,520672.0,9.92,1.0,1.0,1.0,Yes
Luxembourg,Parliamentary,1945,,159083.0,,74.95,212250.0,283000.0,,,,,Yes
Luxembourg,Parliamentary,1948,91.9,77865.0,84724.0,35.55,219000.0,292000.0,5.6,,,,Yes
Luxembourg,Parliamentary,1951,90.78,83613.0,92110.0,37.29,224250.0,299000.0,4.9,,,,Yes
Luxembourg,Parliamentary,1954,92.65,170092.0,183590.0,73.14,232560.0,306000.0,4.9,,,,Yes
Luxembourg,Parliamentary,1959,92.33,173836.0,188286.0,74.29,234000.0,312000.0,4.9,,,,Yes
Luxembourg,Parliamentary,1964,90.57,173702.0,191788.0,72.55,239440.0,328000.0,6.4,,,,Yes
Luxembourg,Parliamentary,1968,88.56,170566.0,192601.0,67.79,251600.0,340000.0,6.4,,,,Yes
Luxembourg,Parliamentary,1974,90.14,185527.0,205817.0,73.74,251600.0,340000.0,5.8,1.5,2.0,1.0,Yes
Luxembourg,Parliamentary,1979,88.85,188909.0,212614.0,68.48,275880.0,363000.0,7.3,1.0,1.0,1.0,Yes
Luxembourg,Parliamentary,1984,88.81,191651.0,215792.0,66.83,286770.0,363000.0,6.5,1.0,1.0,1.0,Yes
Luxembourg,Parliamentary,1989,87.39,191332.0,218940.0,64.07,298620.0,378000.0,5.5,1.0,1.0,1.0,Yes
Luxembourg,Parliamentary,1994,88.3,191724.0,217131.0,60.52,316790.0,401000.0,6.5,1.0,1.0,1.0,Yes
Luxembourg,Parliamentary,1999,86.51,191267.0,221103.0,56.92,336027.0,429797.0,6.5,1.0,1.0,1.0,Yes
Luxembourg,Parliamentary,2004,91.68,199846.0,217979.0,56.5,353691.0,455000.0,5.6,1.0,1.0,1.0,Yes
Luxembourg,Parliamentary,2009,90.93,203535.0,223842.0,53.2,382589.0,491775.0,6.45,1.0,1.0,1.0,Yes
Luxembourg,Parliamentary,2013,91.15,218453.0,239668.0,55.12,396354.0,514862.0,6.81,1.0,1.0,1.0,Yes
"Macedonia, former Yugoslav Republic (1993-)",Parliamentary,1994,57.83,707210.0,1222899.0,47.85,1477980.0,2142000.0,3.9,3.5,4.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Parliamentary,1998,50.46,793674.0,1572976.0,48.94,1621599.0,2008850.0,,3.0,3.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Parliamentary,2002,74.6,1241605.0,1664297.0,85.35,1454681.0,2031112.0,1.8,3.0,3.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Parliamentary,2006,55.98,974891.0,1741449.0,64.5,1511450.0,2050554.0,3.9,3.0,3.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Parliamentary,2008,57.99,1031632.0,1779116.0,67.08,1538020.0,2061315.0,3.0,3.0,3.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Parliamentary,2011,63.48,1156049.0,1821122.0,69.37,1666570.0,2114550.0,2.77,3.0,3.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Parliamentary,2014,62.98,1120744.0,1779572.0,68.96,1625315.0,2091719.0,,3.0,3.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Presidential,1994,77.76,1058130.0,1360729.0,71.59,1477980.0,2142000.0,14.0,3.5,4.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Presidential,1999,69.56,1120087.0,1610340.0,77.84,1438948.0,2020903.0,1.5,3.0,3.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Presidential,2004,53.64,909289.0,1695103.0,61.27,1484016.0,2071210.0,3.3,3.0,3.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Presidential,2009,42.63,764039.0,1792082.0,48.35,1580090.0,2066718.0,,3.0,3.0,3.0,No
"Macedonia, former Yugoslav Republic (1993-)",Presidential,2014,54.38,967694.0,1779572.0,59.54,1625315.0,2091719.0,,3.0,3.0,3.0,No
Madagascar,Parliamentary,1970,94.77,2612656.0,2756978.0,86.01,3037500.0,6750000.0,0.4,0.0,,,No
Madagascar,Parliamentary,1983,72.75,3519997.0,4838279.0,76.42,4606000.0,9400000.0,2.5,5.5,5.0,6.0,No
Madagascar,Parliamentary,1989,74.6,4283512.0,5741974.0,73.38,5837280.0,12161000.0,2.7,4.5,5.0,4.0,No
Madagascar,Parliamentary,1993,60.0,3600000.0,6000000.0,54.14,6649920.0,13854000.0,,3.0,2.0,4.0,No
Madagascar,Parliamentary,1998,60.13,3147368.0,5234198.0,40.64,7745460.0,16136000.0,3.3,3.0,2.0,4.0,No
Madagascar,Parliamentary,2002,67.86,3966287.0,5844564.0,50.87,7797271.0,17117000.0,2.5,3.5,3.0,4.0,No
Madagascar,Parliamentary,2007,,,7466164.0,,9220662.0,19448815.0,,3.5,4.0,3.0,No
Madagascar,Parliamentary,2013,50.72,4043246.0,7971790.0,35.29,11458381.0,22599098.0,4.74,5.0,6.0,4.0,No
Madagascar,Presidential,1992,74.67,4436351.0,5941427.0,66.71,6649920.0,13854000.0,2.2,4.0,4.0,4.0,No
Madagascar,Presidential,1993,68.49,4302663.0,6282564.0,64.7,6649920.0,13854000.0,3.6,3.0,2.0,4.0,No
Madagascar,Presidential,1996,60.93,2167634.0,3557352.0,29.67,7307040.0,15223000.0,3.8,3.0,2.0,4.0,No
Madagascar,Presidential,2001,66.85,4256508.0,6367610.0,56.42,7544450.0,15982563.0,1.6,3.0,2.0,4.0,No
Madagascar,Presidential,2006,61.93,4531946.0,7317790.0,50.85,8913169.0,18595469.0,1.93,3.5,4.0,3.0,No
Madagascar,Presidential,2013,50.72,4043246.0,7971790.0,35.29,11458381.0,22599098.0,4.74,5.0,6.0,4.0,No
Malawi,Parliamentary,1994,80.03,3021239.0,3775256.0,67.94,4446670.0,9461000.0,2.4,2.5,2.0,3.0,No
Malawi,Parliamentary,1999,92.28,4680262.0,5071822.0,105.91,4419210.0,9692808.0,4.1,3.0,3.0,3.0,No
Malawi,Parliamentary,2004,60.18,3119645.0,5184086.0,55.32,5639009.0,11651239.0,4.5,4.0,4.0,4.0,No
Malawi,Parliamentary,2009,53.9,3164240.0,5870819.0,50.9,6216432.0,14268771.0,,4.0,4.0,4.0,No
Malawi,Parliamentary,2014,70.07,5234506.0,7470806.0,64.04,8173669.0,17377468.0,1.43,3.5,3.0,4.0,No
Malawi,Presidential,1994,80.54,3040665.0,3775256.0,68.38,4446670.0,9461000.0,2.0,2.5,,,No
Malawi,Presidential,1999,93.76,4755422.0,5071822.0,107.61,4419210.0,9692808.0,1.9,3.0,,,No
Malawi,Presidential,2004,63.59,3296711.0,5184086.0,58.46,5639009.0,11651239.0,2.6,4.0,4.0,4.0,No
Malawi,Presidential,2009,78.28,4595902.0,5870819.0,73.93,6216432.0,14268711.0,2.55,4.0,4.0,4.0,No
Malawi,Presidential,2014,70.75,5285278.0,7470806.0,64.66,8173669.0,17377468.0,1.07,3.5,3.0,4.0,No
Malaysia,Parliamentary,1974,,2122927.0,,40.32,5265000.0,11700000.0,,3.0,3.0,3.0,No
Malaysia,Parliamentary,1978,,3473790.0,,57.25,6067230.0,12303000.0,,3.5,3.0,4.0,No
Malaysia,Parliamentary,1982,72.1,4181800.0,5800000.0,61.24,6828160.0,14528000.0,,3.5,3.0,4.0,No
Malaysia,Parliamentary,1986,74.39,5052157.0,6791446.0,64.0,7893900.0,16110000.0,2.5,4.0,3.0,5.0,No
Malaysia,Parliamentary,1990,70.0,5600000.0,8000000.0,63.05,8882000.0,17764000.0,,4.5,5.0,4.0,No
Malaysia,Parliamentary,1995,71.8,6470882.0,9012370.0,63.6,10175010.0,19951000.0,,4.5,4.0,5.0,No
Malaysia,Parliamentary,1999,68.65,6655348.0,9694156.0,49.62,13411519.0,22549627.0,2.2,5.0,5.0,5.0,No
Malaysia,Parliamentary,2004,73.9,7209948.0,9756097.0,52.24,13802493.0,23092940.0,,4.0,4.0,4.0,No
Malaysia,Parliamentary,2008,75.99,8161039.0,10740227.0,53.4,15283282.0,25274133.0,2.7,4.0,4.0,4.0,No
Malaysia,Parliamentary,2013,84.84,11257147.0,13268002.0,62.95,17883697.0,29628392.0,1.3,4.0,4.0,4.0,No
Maldives,Parliamentary,1989,68.69,61875.0,90084.0,70.49,87780.0,209000.0,7.2,5.5,6.0,5.0,No
Maldives,Parliamentary,1994,75.39,82227.0,109072.0,81.53,100860.0,246000.0,1.6,6.0,6.0,6.0,No
Maldives,Parliamentary,1999,77.4,,128000.0,,133908.0,278120.0,,5.5,6.0,5.0,No
Maldives,Parliamentary,2005,71.29,111946.0,157027.0,55.38,202133.0,339330.0,1.6,5.5,6.0,5.0,No
Maldives,Parliamentary,2009,78.87,164996.0,209197.0,59.11,279121.0,396334.0,1.07,4.0,4.0,4.0,No
Maldives,Parliamentary,2014,77.93,187547.0,240652.0,75.68,247819.0,393595.0,,4.0,4.0,4.0,No
Maldives,Presidential,1998,76.67,96698.0,126128.0,74.22,130286.0,270597.0,0.8,5.5,6.0,5.0,No
Maldives,Presidential,2008,85.38,177802.0,208252.0,69.28,256661.0,385925.0,0.7,5.5,6.0,5.0,No
Maldives,Presidential,2013,91.43,218621.0,239105.0,83.44,262023.0,393988.0,1.02,4.5,5.0,4.0,No
Mali,Parliamentary,1992,21.09,1008189.0,4780416.0,21.85,4613520.0,9816000.0,,2.5,2.0,3.0,No
Mali,Parliamentary,1997,21.58,1133769.0,5254299.0,21.46,5282480.0,11239000.0,1.9,3.0,3.0,3.0,No
Mali,Parliamentary,2002,26.0,1078246.0,4146595.0,23.56,4576424.0,11008518.0,1.2,2.5,2.0,3.0,No
Mali,Parliamentary,2007,32.19,2017464.0,6267363.0,38.96,5178362.0,11716829.0,,2.0,2.0,2.0,No
Mali,Parliamentary,2013,37.24,2543378.0,6829696.0,33.97,7487808.0,15968882.0,,2.5,2.0,3.0,No
Mali,Presidential,1997,28.41,1542229.0,5428256.0,29.2,5282480.0,11239000.0,28.5,3.0,3.0,3.0,No
Mali,Presidential,2002,38.57,2216185.0,5746202.0,48.43,4576424.0,11008518.0,2.8,2.5,2.0,3.0,No
Mali,Presidential,2007,36.24,2494846.0,6884352.0,48.18,5178362.0,11716829.0,9.2,2.0,2.0,2.0,No
Mali,Presidential,2013,45.78,3126521.0,6829696.0,41.75,7487808.0,15968882.0,2.97,2.5,2.0,3.0,No
Malta,EU Parliament,2004,82.39,250691.0,304283.0,82.39,304263.0,399867.0,2.0,1.0,1.0,1.0,No
Malta,EU Parliament,2009,78.79,254039.0,322411.0,78.56,323381.0,405165.0,2.3,1.0,1.0,1.0,No
Malta,EU Parliament,2014,74.8,257588.0,344356.0,77.84,330921.0,412655.0,2.23,1.0,1.0,1.0,No
Malta,Parliamentary,1947,75.44,106141.0,140703.0,58.97,180000.0,300000.0,0.6,,,,No
Malta,Parliamentary,1950,76.02,106820.0,140516.0,57.06,187200.0,312000.0,0.6,,,,No
Malta,Parliamentary,1951,74.59,113366.0,151977.0,60.37,187800.0,313000.0,0.7,,,,No
Malta,Parliamentary,1953,80.37,119333.0,148478.0,66.04,180690.0,317000.0,0.7,,,,No
Malta,Parliamentary,1955,81.16,121243.0,149380.0,67.74,178980.0,314000.0,0.5,,,,No
Malta,Parliamentary,1962,90.77,151533.0,166936.0,79.41,190820.0,329000.0,0.6,,,,No
Malta,Parliamentary,1966,89.71,144873.0,161490.0,76.73,188800.0,320000.0,1.1,,,,No
Malta,Parliamentary,1971,92.93,168913.0,181768.0,77.55,217800.0,330000.0,0.5,,,,No
Malta,Parliamentary,1976,95.0,206843.0,217724.0,89.81,230300.0,329000.0,0.7,1.5,1.0,2.0,No
Malta,Parliamentary,1981,94.64,225466.0,238237.0,86.03,262080.0,364000.0,0.6,3.0,2.0,4.0,No
Malta,Parliamentary,1987,96.11,236719.0,246292.0,95.57,247680.0,344000.0,0.7,1.5,1.0,2.0,No
Malta,Parliamentary,1992,96.04,249145.0,259423.0,95.33,261360.0,363000.0,0.8,1.0,1.0,1.0,No
Malta,Parliamentary,1996,97.16,264037.0,271746.0,98.02,269370.0,369000.0,1.1,1.0,1.0,1.0,No
Malta,Parliamentary,1998,95.4,268150.0,281078.0,95.93,279515.0,379287.0,1.4,1.0,1.0,1.0,No
Malta,Parliamentary,2003,95.7,285122.0,297930.0,95.35,299040.0,397499.0,1.0,1.0,1.0,1.0,No
Malta,Parliamentary,2008,93.3,294214.0,315357.0,88.88,331028.0,401880.0,1.2,1.0,1.0,1.0,No
Malta,Parliamentary,2013,92.95,309600.0,333072.0,91.72,337540.0,409836.0,1.3,1.0,1.0,1.0,No
Marshall Islands,Parliamentary,1995,,,,,23321.0,49639.0,,1.0,1.0,1.0,No
Marshall Islands,Parliamentary,1999,,,,,26021.0,52295.0,,1.0,1.0,1.0,No
Marshall Islands,Parliamentary,2003,,,,,30063.0,56448.0,,1.0,1.0,1.0,No
Marshall Islands,Parliamentary,2007,50.07,18093.0,36134.0,52.64,34371.0,61815.0,,1.0,1.0,1.0,No
Marshall Islands,Parliamentary,2015,45.85,20442.0,44588.0,49.13,41606.0,72191.0,,1.0,1.0,1.0,No
Mauritania,Parliamentary,1992,38.86,456237.0,1174087.0,42.46,1074570.0,2107000.0,1.2,6.5,7.0,6.0,No
Mauritania,Parliamentary,1996,52.06,541849.0,1040855.0,47.71,1135690.0,2331248.0,,6.0,6.0,6.0,No
Mauritania,Parliamentary,2001,54.45,560045.0,1028630.0,47.3,1184069.0,2565791.0,,5.0,5.0,5.0,No
Mauritania,Parliamentary,2006,69.49,788029.0,1073287.0,30.55,1439858.0,3177388.0,15.6,4.5,5.0,4.0,No
Mauritania,Parliamentary,2013,73.9,878693.0,1189105.0,56.41,1557779.0,3437610.0,31.97,5.5,6.0,5.0,No
Mauritania,Presidential,1992,46.55,551356.0,1184372.0,51.31,1074570.0,2107000.0,0.4,6.5,7.0,6.0,No
Mauritania,Presidential,1997,74.73,899444.0,1203668.0,74.73,1203518.0,2349840.0,0.9,6.0,6.0,6.0,No
Mauritania,Presidential,2003,60.86,673591.0,1106827.0,51.34,1312025.0,2893000.0,2.3,5.5,6.0,5.0,No
Mauritania,Presidential,2007,70.16,764045.0,1132877.0,53.55,1484514.0,3364940.0,7.5,4.5,5.0,4.0,No
Mauritania,Presidential,2009,61.51,816974.0,1265063.0,49.67,1644916.0,3129486.0,4.71,5.5,6.0,5.0,No
Mauritania,Presidential,2014,56.46,749865.0,1328168.0,40.32,1859595.0,3516806.0,5.88,5.5,6.0,5.0,No
Mauritius,Parliamentary,1976,,400486.0,,84.43,474350.0,894000.0,,2.5,3.0,2.0,No
Mauritius,Parliamentary,1982,90.0,486000.0,540000.0,91.46,531360.0,984000.0,,2.0,2.0,2.0,No
Mauritius,Parliamentary,1983,87.04,470008.0,540000.0,77.04,610080.0,992000.0,1.2,2.0,2.0,2.0,No
Mauritius,Parliamentary,1987,85.0,543565.0,639488.0,84.63,642320.0,1036000.0,,2.0,2.0,2.0,No
Mauritius,Parliamentary,1991,84.08,573419.0,682000.0,82.45,695500.0,1070000.0,,1.5,1.0,2.0,No
Mauritius,Parliamentary,1995,79.69,567810.0,712513.0,77.09,736560.0,1116000.0,1.5,1.5,1.0,2.0,No
Mauritius,Parliamentary,2000,80.87,630292.0,779433.0,79.57,792125.0,1174772.0,1.1,1.5,1.0,2.0,No
Mauritius,Parliamentary,2005,81.25,664081.0,817356.0,75.34,881457.0,1242821.0,,1.5,1.0,2.0,No
Mauritius,Parliamentary,2010,77.82,684768.0,879897.0,72.63,942840.0,1213000.0,0.85,1.5,1.0,2.0,No
Mauritius,Parliamentary,2014,74.41,697231.0,936975.0,71.23,978887.0,1331155.0,,1.5,1.0,2.0,No
Mexico,Parliamentary,1946,89.75,2294928.0,2556949.0,21.9,10478340.0,22779000.0,,,,,Yes
Mexico,Parliamentary,1949,72.31,2163582.0,2992084.0,18.94,11423180.0,24833000.0,,,,,Yes
Mexico,Parliamentary,1952,74.15,3651483.0,4924293.0,29.41,12416320.0,26992000.0,,,,,Yes
Mexico,Parliamentary,1955,69.24,6190376.0,8941020.0,45.83,13506750.0,30015000.0,,,,,Yes
Mexico,Parliamentary,1958,70.21,7332429.0,10443465.0,50.66,14473800.0,32895000.0,,,,,Yes
Mexico,Parliamentary,1961,68.43,6845826.0,10004696.0,43.11,15880040.0,36091000.0,,,,,Yes
Mexico,Parliamentary,1964,66.61,9051524.0,13589594.0,54.36,16650060.0,39643000.0,,,,,Yes
Mexico,Parliamentary,1967,62.82,9938814.0,15821075.0,53.59,18547200.0,44160000.0,,,,,Yes
Mexico,Parliamentary,1970,64.38,13940862.0,21654217.0,65.48,21289800.0,50690000.0,4.2,,,,Yes
Mexico,Parliamentary,1973,60.3,15009984.0,24890261.0,65.19,23025600.0,56160000.0,10.0,3.5,4.0,3.0,Yes
Mexico,Parliamentary,1976,62.01,16068911.0,25913066.0,55.32,29046470.0,61801000.0,5.7,4.0,4.0,4.0,Yes
Mexico,Parliamentary,1979,49.43,13796410.0,27912053.0,41.76,33034820.0,67418000.0,5.0,3.5,3.0,4.0,Yes
Mexico,Parliamentary,1982,72.56,22866719.0,31516370.0,63.82,35829780.0,73122000.0,4.9,3.5,3.0,4.0,Yes
Mexico,Parliamentary,1985,51.82,18281851.0,35278369.0,45.11,40527760.0,77938000.0,5.1,4.0,4.0,4.0,Yes
Mexico,Parliamentary,1988,49.43,18820415.0,38074926.0,41.37,45496550.0,82721000.0,3.3,3.5,3.0,4.0,Yes
Mexico,Parliamentary,1991,61.11,24149001.0,39517979.0,49.99,48309800.0,87836000.0,4.2,4.0,4.0,4.0,Yes
Mexico,Parliamentary,1994,77.73,35545831.0,45729053.0,65.89,53944640.0,93008000.0,,4.0,4.0,4.0,Yes
Mexico,Parliamentary,1997,57.69,30120221.0,52208966.0,54.36,55406943.0,95529212.0,,3.5,3.0,4.0,Yes
Mexico,Parliamentary,2000,57.24,30214419.0,52789209.0,48.2,62684899.0,100294036.0,2.8,2.5,2.0,3.0,Yes
Mexico,Parliamentary,2003,41.68,26968371.0,64710596.0,43.44,62077369.0,103400165.0,3.4,2.0,2.0,2.0,Yes
Mexico,Parliamentary,2006,58.9,42026083.0,71351585.0,63.62,66061738.0,107449525.0,3.0,2.0,2.0,2.0,Yes
Mexico,Parliamentary,2009,44.61,34560344.0,77470785.0,47.77,72347857.0,111211789.0,5.4,2.5,2.0,3.0,Yes
Mexico,Parliamentary,2012,62.45,48425584.0,77547511.0,63.71,76008240.0,114975406.0,4.95,3.0,3.0,3.0,Yes
Mexico,Parliamentary,2015,47.72,39872757.0,83563190.0,48.93,81488136.0,121736809.0,,3.0,3.0,3.0,Yes
Mexico,Presidential,1946,,2294728.0,,21.9,10478340.0,22779000.0,,,,,Yes
Mexico,Presidential,1952,,3651483.0,,29.41,12416320.0,26992000.0,,,,,Yes
Mexico,Presidential,1958,,7463403.0,,51.56,14473800.0,32895000.0,,,,,Yes
Mexico,Presidential,1964,69.33,9422185.0,13589594.0,56.59,16650060.0,39643000.0,,,,,Yes
Mexico,Presidential,1970,64.26,13915963.0,21654217.0,65.36,21289800.0,50690000.0,,,,,Yes
Mexico,Presidential,1976,64.55,16727993.0,25913215.0,57.59,29046470.0,61801000.0,,4.0,4.0,4.0,Yes
Mexico,Presidential,1982,74.84,23592888.0,31526386.0,65.85,35829780.0,73122000.0,4.5,3.5,3.0,4.0,Yes
Mexico,Presidential,1988,50.14,19091843.0,38074926.0,41.96,45496550.0,82721000.0,,3.5,3.0,4.0,Yes
Mexico,Presidential,1994,78.5,35545831.0,45279053.0,65.89,53944640.0,93008000.0,2.8,4.0,4.0,4.0,Yes
Mexico,Presidential,2000,63.96,37603923.0,58789209.0,59.99,62684899.0,100294036.0,2.1,2.5,2.0,3.0,Yes
Mexico,Presidential,2006,58.55,41791322.0,71374373.0,63.26,66061738.0,107449525.0,2.2,2.0,2.0,2.0,Yes
Mexico,Presidential,2012,63.14,49087446.0,77738494.0,64.58,76008240.0,114975406.0,2.48,3.0,3.0,3.0,Yes
"Micronesia, Federated States of",Parliamentary,1995,,33686.0,,62.96,53500.0,107200.0,,1.0,1.0,1.0,No
"Micronesia, Federated States of",Parliamentary,1999,,17020.0,,29.46,57771.0,107000.0,,1.5,1.0,2.0,No
"Micronesia, Federated States of",Parliamentary,2001,,,,,57348.0,107905.0,,1.5,1.0,2.0,No
"Micronesia, Federated States of",Parliamentary,2003,,,,,56269.0,108600.0,,1.5,1.0,2.0,No
"Micronesia, Federated States of",Parliamentary,2005,,,80000.0,,57745.0,110100.0,,1.0,1.0,1.0,No
"Micronesia, Federated States of",Parliamentary,2007,52.58,48673.0,92573.0,82.38,59085.0,111300.0,,1.0,1.0,1.0,No
"Micronesia, Federated States of",Parliamentary,2009,,34856.0,,55.59,62704.0,107434.0,,1.0,1.0,1.0,No
"Micronesia, Federated States of",Parliamentary,2011,,,,,63792.0,106836.0,,1.0,1.0,1.0,No
"Micronesia, Federated States of",Parliamentary,2013,44.68,41103.0,92000.0,64.88,63354.0,106104.0,,1.0,1.0,1.0,No
"Moldova, Republic of",Parliamentary,1994,79.31,1869090.0,2356614.0,64.13,2914500.0,4350000.0,5.0,4.0,4.0,4.0,No
"Moldova, Republic of",Parliamentary,1998,69.12,1680470.0,2431218.0,56.98,2949470.0,4403000.0,3.4,3.0,2.0,4.0,No
"Moldova, Republic of",Parliamentary,2001,69.96,1605853.0,2295288.0,63.77,2518141.0,3657498.0,2.5,3.0,2.0,4.0,No
"Moldova, Republic of",Parliamentary,2005,64.84,1576079.0,2430537.0,48.66,3238695.0,4446455.0,1.2,3.5,3.0,4.0,No
"Moldova, Republic of",Parliamentary,2009,58.77,1591757.0,2708381.0,46.36,3433374.0,4320748.0,0.65,4.0,4.0,4.0,No
"Moldova, Republic of",Parliamentary,2010,63.37,1733051.0,2734700.0,50.21,3451332.0,4317483.0,0.69,3.5,3.0,4.0,No
"Moldova, Republic of",Parliamentary,2014,55.8,1649489.0,2956270.0,58.82,2804089.0,3583288.0,,3.0,3.0,3.0,No
"Moldova, Republic of",Presidential,1996,71.64,1748688.0,2441054.0,60.0,2914500.0,4350000.0,2.6,3.5,3.0,4.0,No
Monaco,Parliamentary,1968,72.34,2388.0,3301.0,14.74,16200.0,20000.0,6.3,,,,No
Monaco,Parliamentary,1973,72.26,2457.0,3400.0,15.17,16200.0,20000.0,2.9,3.0,4.0,2.0,No
Monaco,Parliamentary,1978,74.55,2719.0,3647.0,13.26,20500.0,25000.0,5.5,,,,No
Monaco,Parliamentary,1983,75.05,2930.0,3904.0,13.23,22140.0,27000.0,2.9,,,,No
Monaco,Parliamentary,1988,70.33,2985.0,4244.0,12.55,23780.0,29000.0,5.2,,,,No
Monaco,Parliamentary,1993,66.59,3051.0,4582.0,12.0,25420.0,31000.0,3.3,1.5,2.0,1.0,No
Monaco,Parliamentary,1998,65.41,3226.0,4932.0,11.7,27564.0,32580.0,2.8,1.5,2.0,1.0,No
Monaco,Parliamentary,2003,79.73,4658.0,5842.0,17.86,26082.0,32110.0,3.4,1.5,2.0,1.0,No
Monaco,Parliamentary,2008,76.85,4854.0,6316.0,18.29,26546.0,35352.0,4.2,1.5,2.0,1.0,No
Monaco,Parliamentary,2013,74.55,5088.0,6825.0,19.88,25597.0,30510.0,4.36,1.5,2.0,1.0,No
Mongolia,Parliamentary,1990,98.0,1006460.0,1027000.0,87.23,1153810.0,2177000.0,,4.0,4.0,4.0,No
Mongolia,Parliamentary,1992,95.6,1037392.0,1085120.0,86.11,1204690.0,2273000.0,,2.5,3.0,2.0,No
Mongolia,Parliamentary,1996,88.39,1014031.0,1147260.0,73.64,1377040.0,2459000.0,0.4,2.5,2.0,3.0,No
Mongolia,Parliamentary,2000,82.42,1027859.0,1247033.0,70.96,1448576.0,2501041.0,,2.5,2.0,3.0,No
Mongolia,Parliamentary,2004,81.84,1088318.0,1329798.0,64.91,1676599.0,2712315.0,1.4,2.0,2.0,2.0,No
Mongolia,Parliamentary,2008,74.31,1139984.0,1534074.0,60.47,1885077.0,2996081.0,,2.0,2.0,2.0,No
Mongolia,Parliamentary,2012,65.24,1198086.0,1836435.0,56.24,2130238.0,3179997.0,,2.0,2.0,2.0,No
